mark,model,version,version_production_years,version_doors,version_body_type,specific_version,year,segment,transmission_full,transmission_short,engine_type,fuel_type,engine_capacity (cc),turbo,urban_consumption (l/100km),extra_urban_consumption (l/100km),combined_consumption (l/100km),co2_emission (g/km),weight,start/stop_system (yes/no)
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 328i XDrive Gran Turismo High Executive ,2013,d (mid-size),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,9 ","5,6 ",,159,1635,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 335i Gran Turismo ,2013,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, two","11,3 ","6,2 ",,188,1615,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 335i Gran Turismo ,2013,d (mid-size),8 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, two","10,8 ","5,8 ",,178,1625,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 335i Gran Turismo Executive ,2013,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, two","11,3 ","6,2 ",,188,1615,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 335i Gran Turismo Executive ,2013,d (mid-size),8 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, two","10,8 ","5,8 ",,178,1625,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 335i Gran Turismo High Executive ,2013,d (mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, two","11,3 ","6,2 ",,188,1615,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 335i Gran Turismo High Executive ,2013,d (mid-size),8 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, two","10,8 ","5,8 ",,178,1625,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 335i XDrive Gran Turismo ,2013,d (mid-size),8 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, two","11,6 ","5,9 ",,187,1690,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 335i XDrive Gran Turismo Executive ,2013,d (mid-size),8 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, two","11,6 ","5,9 ",,187,1690,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 335i XDrive Gran Turismo High Executive ,2013,d (mid-size),8 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, two","11,6 ","5,9 ",,187,1690,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 318d Gran Turismo ,2013,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,5 ","4,0 ",,119,1515,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 318d Gran Turismo ,2013,d (mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,6 ","4,4 ",,127,1535,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 318d Gran Turismo Business ,2013,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,5 ","4,0 ",,119,1515,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 318d Gran Turismo Business ,2013,d (mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,6 ","4,4 ",,127,1535,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 318d Gran Turismo Executive ,2013,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,5 ","4,0 ",,119,1515,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 318d Gran Turismo Executive ,2013,d (mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,6 ","4,4 ",,127,1535,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 318d Gran Turismo High Executive ,2013,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,5 ","4,0 ",,119,1515,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 318d Gran Turismo High Executive ,2013,d (mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,6 ","4,4 ",,127,1535,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 320d Gran Turismo ,2013,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,8 ","4,4 ",,129,1540,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 320d Gran Turismo ,2013,d (mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,9 ","4,4 ",,129,1550,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 320d Gran Turismo Business ,2013,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,8 ","4,4 ",,129,1540,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 320d Gran Turismo Business ,2013,d (mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,9 ","4,4 ",,129,1550,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 320d Gran Turismo Executive ,2013,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,8 ","4,4 ",,129,1540,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 320d Gran Turismo Executive ,2013,d (mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,9 ","4,4 ",,129,1550,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 320d Gran Turismo High Executive ,2013,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,8 ","4,4 ",,129,1540,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 320d Gran Turismo High Executive ,2013,d (mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,9 ","4,4 ",,129,1550,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 320d XDrive Gran Turismo ,2013,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","6,0 ","4,5 ",,133,1615,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 320d XDrive Gran Turismo ,2013,d (mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","6,1 ","4,5 ",,134,1625,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 320d XDrive Gran Turismo Business ,2013,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","6,0 ","4,5 ",,133,1615,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 320d XDrive Gran Turismo Business ,2013,d (mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","6,1 ","4,5 ",,134,1625,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 320d XDrive Gran Turismo Executive ,2013,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","6,0 ","4,5 ",,133,1615,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 320d XDrive Gran Turismo Executive ,2013,d (mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","6,1 ","4,5 ",,134,1625,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 320d XDrive Gran Turismo High Executive ,2013,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","6,0 ","4,5 ",,133,1615,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 320d XDrive Gran Turismo High Executive ,2013,d (mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","6,1 ","4,5 ",,134,1625,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 325d Gran Turismo ,2013,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","6,2 ","4,5 ",,134,1575,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 325d Gran Turismo ,2013,d (mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,8 ","4,5 ",,131,1590,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 325d Gran Turismo Executive ,2013,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","6,2 ","4,5 ",,134,1575,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 325d Gran Turismo Executive ,2013,d (mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,8 ","4,5 ",,131,1590,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 325d Gran Turismo High Executive ,2013,d (mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","6,2 ","4,5 ",,134,1575,yes
BMW,BMW 3-series Gran Turismo,"2013-2016,5doors,hatchback",2013-2016,5doors,hatchback,2013 BMW 325d Gran Turismo High Executive ,2013,d (mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,8 ","4,5 ",,131,1590,yes
BMW,BMW 4-series Coupe,"2020-present,2doors,coupe",2020-present,2doors,coupe,2020 BMW 420i Coupe ,2020,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1998,"yes, with intercooler","6,6 ","4,6 ","6,3 ",143,1500,yes
BMW,BMW 4-series Coupe,"2020-present,2doors,coupe",2020-present,2doors,coupe,2020 BMW 430i Coupe ,2020,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1998,"yes, with intercooler","7,3 ","4,8 ","6,6 ",150,1520,yes
BMW,BMW 4-series Coupe,"2020-present,2doors,coupe",2020-present,2doors,coupe,2020 BMW M440i XDrive Coupe ,2020,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,2998,"yes, with intercooler","8,6 ","5,7 ","7,5 ",170,1715,yes
BMW,BMW 4-series Coupe,"2020-present,2doors,coupe",2020-present,2doors,coupe,2020 BMW 420d Coupe ,2020,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","4,5 ","3,6 ","4,5 ",118,1580,yes
BMW,BMW 4-series Coupe,"2020-present,2doors,coupe",2020-present,2doors,coupe,2020 BMW 420d XDrive Coupe ,2020,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","4,8 ","4,0 ","4,8 ",126,1645,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW 418i Coupe ,2017,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1499,"yes, two","6,7 ","4,5 ",,124,1405,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW 418i Coupe ,2017,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1499,"yes, two",- ,- ,,124,1425,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW 420i Coupe ,2017,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1998,"yes, two","7,7 ","4,7 ",,134,1450,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW 420i Coupe ,2017,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1998,"yes, two",- ,- ,,127,1470,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW 420i XDrive Coupe ,2017,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1998,"yes, two","8,7 ","5,4 ",,154,1535,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW 420i XDrive Coupe ,2017,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1998,"yes, two",- ,- ,,137,1545,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW 430i Coupe ,2017,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1998,"yes, two","7,9 ","5,1 ",,143,1465,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW 430i Coupe ,2017,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1998,"yes, two",- ,- ,,129,1485,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW 430i XDrive Coupe ,2017,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1998,"yes, two",- ,- ,,138,1550,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW 440i Coupe ,2017,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,2998,"yes, two","10,0 ","5,9 ",,172,1515,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW 440i Coupe ,2017,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,2998,"yes, two",- ,- ,,154,1530,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW 440i XDrive Coupe ,2017,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,2998,"yes, two",- ,- ,,162,1600,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW M4 Coupe ,2017,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, two",- ,- ,,204,1485,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW M4 Coupe ,2017,g (sport),7 speed automatic with double clutch,Automatic,fuel engine,gasoline,2979,"yes, two",- ,- ,,194,1500,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW M4 CS Coupe ,2017,g (sport),7 speed automatic with double clutch,Automatic,fuel engine,gasoline,2979,"yes, two","11,2 ","6,8 ",,197,1555,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW 418d Coupe ,2017,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,0 ","3,7 ",,110,1435,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW 418d Coupe ,2017,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,0 ","3,6 ",,109,1460,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW 420d Coupe ,2017,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler",- ,- ,,122,1450,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW 420d Coupe ,2017,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler",- ,- ,,121,1475,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW 420d XDrive Coupe ,2017,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,3 ","3,9 ",,117,1515,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW 420d XDrive Coupe ,2017,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler",- ,- ,,134,1535,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW 425d Coupe ,2017,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,6 ","4,0 ",,121,1480,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW 425d Coupe ,2017,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,0 ","4,1 ",,116,1490,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW 430d Coupe ,2017,g (sport),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, two",- ,- ,,129,1515,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW 430d XDrive Coupe ,2017,g (sport),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, two",- ,- ,,137,1590,yes
BMW,BMW 4-series Coupe,"2017-2020,2doors,coupe",2017-2020,2doors,coupe,2017 BMW 435d XDrive Coupe ,2017,g (sport),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, two",- ,- ,,143,1600,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2016 BMW 418i Coupe ,2016,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1499,"yes, two","6,7 ","4,5 ",,124,1405,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2016 BMW 418i Coupe ,2016,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1499,"yes, two","6,6 ","4,6 ",,124,1425,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2016 BMW 420i Coupe ,2016,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1998,"yes, two","7,7 ","4,7 ",,134,1450,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2016 BMW 420i Coupe ,2016,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1998,"yes, two","7,1 ","4,5 ",,127,1470,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2016 BMW 420i XDrive Coupe ,2016,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1998,"yes, two","8,7 ","5,4 ",,154,1535,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2016 BMW 420i XDrive Coupe ,2016,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1998,"yes, two","7,7 ","4,8 ",,137,1545,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2016 BMW 430i Coupe ,2016,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,1998,"yes, two","7,9 ","5,1 ",,143,1465,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2016 BMW 430i Coupe ,2016,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1998,"yes, two","7,0 ","4,7 ",,136,1485,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2016 BMW 430i XDrive Coupe ,2016,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,1998,"yes, two","7,5 ","5,0 ",,138,1550,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2016 BMW 440i Coupe ,2016,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,2998,"yes, two","10,0 ","5,9 ",,172,1515,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2016 BMW 440i Coupe ,2016,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,2998,"yes, two","8,8 ","5,3 ",,154,1530,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2016 BMW 440i XDrive Coupe ,2016,g (sport),6 speed manual transmission,Manual,fuel engine,gasoline,2998,"yes, two","10,4 ","6,1 ",,179,1585,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2016 BMW 440i XDrive Coupe ,2016,g (sport),8 speed automatic,Automatic,fuel engine,gasoline,2998,"yes, two","9,3 ","5,6 ",,162,1600,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2016 BMW 425d Coupe ,2016,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,6 ","4,0 ",,121,1480,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2016 BMW 425d Coupe ,2016,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,0 ","4,1 ",,116,1490,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 418d Coupe ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,0 ","3,7 ",,110,1435,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 418d Coupe ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,0 ","3,6 ",,109,1460,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 418d Coupe Business ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,0 ","3,7 ",,110,1435,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 418d Coupe Business ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,0 ","3,6 ",,109,1460,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 418d Coupe Executive ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,0 ","3,7 ",,110,1435,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 418d Coupe Executive ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,0 ","3,6 ",,109,1460,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 418d Coupe High Executive ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,0 ","3,7 ",,110,1435,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 418d Coupe High Executive ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,0 ","3,6 ",,109,1460,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 418d Coupe Corporate Lease Edition ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,0 ","3,7 ",,110,1435,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 418d Coupe Corporate Lease Edition ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,0 ","3,6 ",,109,1460,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 418d Coupe Corporate Lease Executive ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,0 ","3,7 ",,110,1435,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 418d Coupe Corporate Lease Executive ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,0 ","3,6 ",,109,1460,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 418d Coupe Corporate Lease High Executive ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,0 ","3,7 ",,110,1435,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 418d Coupe Corporate Lease High Executive ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,0 ","3,6 ",,109,1460,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 420d Coupe ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,1 ","3,7 ",,111,1450,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 420d Coupe ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","4,7 ","3,6 ",,106,1475,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 420d Coupe Business ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,1 ","3,7 ",,111,1450,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 420d Coupe Business ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","4,7 ","3,6 ",,106,1475,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 420d Coupe Executive ,2015,g (sport),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,1 ","3,7 ",,111,1450,yes
BMW,BMW 4-series Coupe,"2013-2017,2doors,coupe",2013-2017,2doors,coupe,2015 BMW 420d Coupe Executive ,2015,g (sport),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","4,7 ","3,6 ",,106,1475,yes
