mark,model,version,version_production_years,version_doors,version_body_type,specific_version,year,segment,transmission_full,transmission_short,engine_type,fuel_type,engine_capacity (cc),turbo,urban_consumption (l/100km),extra_urban_consumption (l/100km),combined_consumption (l/100km),co2_emission (g/km),weight,start/stop_system (yes/no)
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2014 BMW 520d Touring ,2014,e (large mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,5 ","4,1 ",,122,1700,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2014 BMW 520d Touring ,2014,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,2 ","4,1 ",,118,1710,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2014 BMW 520d Touring Business ,2014,e (large mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,5 ","4,1 ",,122,1700,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2014 BMW 520d Touring Business ,2014,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,2 ","4,1 ",,118,1710,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2014 BMW 520d Touring Executive ,2014,e (large mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,5 ","4,1 ",,122,1700,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2014 BMW 520d Touring Executive ,2014,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,2 ","4,1 ",,118,1710,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2014 BMW 520d Touring High Executive ,2014,e (large mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,5 ","4,1 ",,122,1700,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2014 BMW 520d Touring High Executive ,2014,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,2 ","4,1 ",,118,1710,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2014 BMW 520d XDrive Touring ,2014,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","6,1 ","4,5 ",,133,1815,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2014 BMW 520d XDrive Touring Executive ,2014,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","6,1 ","4,5 ",,133,1815,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2014 BMW 520d XDrive Touring High Executive ,2014,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","6,1 ","4,5 ",,133,1815,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 525d Touring Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, two","5,8 ","4,4 ",,129,1725,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 525d Touring High Executive ,2013,e (large mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, two","6,2 ","4,6 ",,136,1725,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 525d Touring High Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, two","5,8 ","4,4 ",,129,1725,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 525d XDrive Touring ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, two","6,2 ","4,9 ",,142,1845,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 525d XDrive Touring Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, two","6,2 ","4,9 ",,142,1845,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 525d XDrive Touring High Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, two","6,2 ","4,9 ",,142,1845,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 530d Touring ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","6,2 ","4,7 ",,139,1795,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 530d Touring Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","6,2 ","4,7 ",,139,1795,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 530d Touring High Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","6,2 ","4,7 ",,139,1795,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 530d XDrive Touring ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","6,7 ","5,1 ",,149,1895,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 530d XDrive Touring Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","6,7 ","5,1 ",,149,1895,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 530d XDrive Touring High Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, with intercooler","6,7 ","5,1 ",,149,1895,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 535d Touring ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, two","6,5 ","4,9 ",,144,1825,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 535d Touring Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, two","6,5 ","4,9 ",,144,1825,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 535d Touring High Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, two","6,5 ","4,9 ",,144,1825,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 535d XDrive Touring ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, two","7,1 ","5,2 ",,154,1925,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 535d XDrive Touring Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, two","7,1 ","5,2 ",,154,1925,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 535d XDrive Touring High Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, two","7,1 ","5,2 ",,154,1925,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW M550d XDrive Touring ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, two","7,7 ","5,5 ",,166,1965,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 520i Touring ,2013,e (large mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, two","8,9 ","5,5 ",,157,1685,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 520i Touring ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,6 ","5,0 ",,147,1705,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 520i Touring Business ,2013,e (large mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, two","8,9 ","5,5 ",,157,1685,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 520i Touring Business ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,6 ","5,0 ",,147,1705,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 520i Touring Executive ,2013,e (large mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, two","8,9 ","5,5 ",,157,1685,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 520i Touring Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,6 ","5,0 ",,147,1705,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 520i Touring High Executive ,2013,e (large mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, two","8,9 ","5,5 ",,157,1685,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 520i Touring High Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,6 ","5,0 ",,147,1705,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 528i Touring ,2013,e (large mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, two","9,3 ","5,6 ",,162,1690,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 528i Touring ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,0 ","5,0 ",,142,1710,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 528i Touring Executive ,2013,e (large mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, two","9,3 ","5,6 ",,162,1690,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 528i Touring Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,0 ","5,0 ",,142,1710,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 528i Touring High Executive ,2013,e (large mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, two","9,3 ","5,6 ",,162,1690,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 528i Touring High Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,0 ","5,0 ",,142,1710,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 528i XDrive Touring ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,4 ","5,2 ",,149,1790,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 528i XDrive Touring Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,4 ","5,2 ",,149,1790,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 528i XDrive Touring High Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,gasoline,1997,"yes, two","8,4 ","5,2 ",,149,1790,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 535i Touring ,2013,e (large mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, two","11,2 ","6,3 ",,188,1745,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 535i Touring ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, two","10,3 ","5,8 ",,174,1760,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 535i Touring Executive ,2013,e (large mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, two","11,2 ","6,3 ",,188,1745,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 535i Touring Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, two","10,3 ","5,8 ",,174,1760,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 535i Touring High Executive ,2013,e (large mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,2979,"yes, two","11,2 ","6,3 ",,188,1745,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 535i Touring High Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, two","10,3 ","5,8 ",,174,1760,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 535i XDrive Touring ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, two","11,1 ","6,3 ",,188,1840,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 535i XDrive Touring Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, two","11,1 ","6,3 ",,188,1840,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 535i XDrive Touring High Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,gasoline,2979,"yes, two","11,1 ","6,3 ",,188,1840,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 550i Touring ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,gasoline,4395,"yes, two","12,3 ","6,9 ",,206,1900,n/a
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 550i Touring Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,gasoline,4395,"yes, two","12,3 ","6,9 ",,206,1900,n/a
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 550i Touring High Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,gasoline,4395,"yes, two","12,3 ","6,9 ",,206,1900,n/a
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 518d Touring ,2013,e (large mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,8 ","4,3 ",,127,1695,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 518d Touring ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,7 ","4,4 ",,129,1705,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 518d Touring Business ,2013,e (large mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,8 ","4,3 ",,127,1695,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 518d Touring Business ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,7 ","4,4 ",,129,1705,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 518d Touring Executive ,2013,e (large mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,8 ","4,3 ",,127,1695,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 518d Touring Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,7 ","4,4 ",,129,1705,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 518d Touring High Executive ,2013,e (large mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,8 ","4,3 ",,127,1695,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 518d Touring High Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,7 ","4,4 ",,129,1705,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 520d Touring ,2013,e (large mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,8 ","4,4 ",,129,1700,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 520d Touring ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,7 ","4,5 ",,129,1710,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 520d Touring Business ,2013,e (large mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,8 ","4,4 ",,129,1700,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 520d Touring Business ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,7 ","4,5 ",,129,1710,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 520d Touring Executive ,2013,e (large mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,8 ","4,4 ",,129,1700,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 520d Touring Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,7 ","4,5 ",,129,1710,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 520d Touring High Executive ,2013,e (large mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, with intercooler","5,8 ","4,4 ",,129,1700,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 520d Touring High Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","5,7 ","4,5 ",,129,1710,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 520d XDrive Touring ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","6,1 ","4,7 ",,138,1815,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 520d XDrive Touring Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","6,1 ","4,7 ",,138,1815,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 520d XDrive Touring High Executive ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, with intercooler","6,1 ","4,7 ",,138,1815,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 525d Touring ,2013,e (large mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, two","6,2 ","4,6 ",,136,1725,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 525d Touring ,2013,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,1995,"yes, two","5,8 ","4,4 ",,129,1725,yes
BMW,BMW 5-series Touring,"2013-2017,5doors,stationwagon",2013-2017,5doors,stationwagon,2013 BMW 525d Touring Executive ,2013,e (large mid-size),6 speed manual transmission,Manual,fuel engine,diesel,1995,"yes, two","6,2 ","4,6 ",,136,1725,yes
BMW,BMW 5-series Touring,"2010-2013,5doors,stationwagon",2010-2013,5doors,stationwagon,2012 BMW M550d XDrive Touring ,2012,e (large mid-size),8 speed automatic,Automatic,fuel engine,diesel,2993,"yes, two","7,2 ","6,0 ",,169,1965,yes
BMW,BMW 5-series Touring,"2010-2013,5doors,stationwagon",2010-2013,5doors,stationwagon,2011 BMW 520i Touring ,2011,e (large mid-size),6 speed manual transmission,Manual,fuel engine,gasoline,1997,"yes, two","9,2 ","5,7 ",,163,1680,yes
